Image Name,Detected Barcodes
captured_298.jpg,123456789012
captured_267.jpg,123456789012
captured_273.jpg,123456789012
captured_79.jpg,123456789012
captured_45.jpg,123456789012
captured_51.jpg,123456789012
captured_449.jpg,123456789012
captured_475.jpg,123456789012
captured_313.jpg,123456789012
captured_86.jpg,123456789012
captured_307.jpg,123456789012
captured_92.jpg,123456789012
captured_461.jpg,123456789012
captured_139.jpg,123456789012
captured_111.jpg,123456789012
captured_105.jpg,123456789012
captured_104.jpg,123456789012
captured_110.jpg,123456789012
captured_138.jpg,123456789012
captured_93.jpg,123456789012
captured_306.jpg,123456789012
captured_460.jpg,123456789012
captured_474.jpg,123456789012
captured_87.jpg,123456789012
captured_312.jpg,123456789012
captured_448.jpg,123456789012
captured_50.jpg,123456789012
captured_44.jpg,123456789012
captured_78.jpg,123456789012
captured_272.jpg,123456789012
captured_500.jpg,123456789012
captured_266.jpg,123456789012
captured_299.jpg,123456789012
captured_258.jpg,123456789012
captured_270.jpg,123456789012
captured_264.jpg,123456789012
captured_489.jpg,123456789012
captured_52.jpg,123456789012
captured_46.jpg,123456789012
captured_338.jpg,123456789012
captured_462.jpg,123456789012
captured_304.jpg,123456789012
captured_91.jpg,123456789012
captured_310.jpg,123456789012
captured_85.jpg,123456789012
captured_476.jpg,123456789012
captured_106.jpg,123456789012
captured_112.jpg,123456789012
captured_113.jpg,123456789012
captured_107.jpg,123456789012
captured_84.jpg,123456789012
captured_311.jpg,123456789012
captured_477.jpg,123456789012
captured_463.jpg,123456789012
captured_90.jpg,123456789012
captured_305.jpg,123456789012
captured_339.jpg,123456789012
captured_47.jpg,123456789012
captured_53.jpg,123456789012
captured_488.jpg,123456789012
captured_265.jpg,123456789012
captured_271.jpg,123456789012
captured_259.jpg,123456789012
captured_275.jpg,123456789012
captured_261.jpg,123456789012
captured_249.jpg,123456789012
captured_57.jpg,123456789012
captured_43.jpg,123456789012
captured_498.jpg,123456789012
captured_301.jpg,123456789012
captured_94.jpg,123456789012
captured_467.jpg,123456789012
captured_473.jpg,123456789012
captured_315.jpg,123456789012
captured_80.jpg,123456789012
captured_329.jpg,123456789012
captured_103.jpg,123456789012
captured_117.jpg,123456789012
captured_116.jpg,123456789012
captured_102.jpg,123456789012
captured_328.jpg,123456789012
captured_472.jpg,123456789012
captured_81.jpg,123456789012
captured_314.jpg,123456789012
captured_95.jpg,123456789012
captured_300.jpg,123456789012
captured_466.jpg,123456789012
captured_499.jpg,123456789012
captured_42.jpg,123456789012
captured_56.jpg,123456789012
captured_248.jpg,123456789012
captured_260.jpg,123456789012
captured_274.jpg,123456789012
captured_289.jpg,123456789012
captured_262.jpg,123456789012
captured_276.jpg,123456789012
captured_40.jpg,123456789012
captured_54.jpg,123456789012
captured_68.jpg,123456789012
captured_316.jpg,123456789012
captured_83.jpg,123456789012
captured_470.jpg,123456789012
captured_464.jpg,123456789012
captured_302.jpg,123456789012
captured_97.jpg,123456789012
captured_458.jpg,123456789012
captured_114.jpg,123456789012
captured_100.jpg,123456789012
captured_128.jpg,123456789012
captured_129.jpg,123456789012
captured_101.jpg,123456789012
captured_115.jpg,123456789012
captured_459.jpg,123456789012
captured_465.jpg,123456789012
captured_96.jpg,123456789012
captured_303.jpg,123456789012
captured_82.jpg,123456789012
captured_317.jpg,123456789012
captured_471.jpg,123456789012
captured_69.jpg,123456789012
captured_55.jpg,123456789012
captured_41.jpg,123456789012
captured_277.jpg,123456789012
captured_263.jpg,123456789012
captured_288.jpg,123456789012
captured_238.jpg,123456789012
captured_204.jpg,123456789012
captured_210.jpg,123456789012
captured_26.jpg,123456789012
captured_32.jpg,123456789012
captured_358.jpg,123456789012
captured_370.jpg,123456789012
captured_416.jpg,123456789012
captured_402.jpg,123456789012
captured_364.jpg,123456789012
captured_199.jpg,123456789012
captured_172.jpg,123456789012
captured_166.jpg,123456789012
captured_167.jpg,123456789012
captured_173.jpg,123456789012
captured_198.jpg,123456789012
captured_403.jpg,123456789012
captured_365.jpg,123456789012
captured_371.jpg,123456789012
captured_417.jpg,123456789012
captured_359.jpg,123456789012
captured_33.jpg,123456789012
captured_27.jpg,123456789012
captured_211.jpg,123456789012
captured_205.jpg,123456789012
captured_239.jpg,123456789012
captured_213.jpg,123456789012
captured_207.jpg,123456789012
captured_398.jpg,123456789012
captured_19.jpg,123456789012
captured_31.jpg,123456789012
captured_25.jpg,123456789012
captured_429.jpg,123456789012
captured_367.jpg,123456789012
captured_401.jpg,123456789012
captured_9.jpg,123456789012
captured_415.jpg,123456789012
captured_373.jpg,123456789012
captured_159.jpg,123456789012
captured_165.jpg,123456789012
captured_171.jpg,123456789012
captured_170.jpg,123456789012
captured_164.jpg,123456789012
captured_158.jpg,123456789012
captured_414.jpg,123456789012
captured_8.jpg,123456789012
captured_372.jpg,123456789012
captured_366.jpg,123456789012
captured_400.jpg,123456789012
